ori_text,paragraphIndex,coref_text
"The First World War had a severe effect on Stanford. He was frightened by air-raids, and had to move from London to Windsor to avoid them. Many of his former pupils were casualties of the fighting, including Arthur Bliss, wounded, Ivor Gurney, gassed, and George Butterworth, killed. The annual RCM operatic production, which Stanford had supervised and conducted every year since 1885, had to be cancelled. His income declined, as the fall in student numbers at the college reduced the demand for his services. After a serious disagreement at the end of 1916, his relationship with Parry deteriorated to the point of hostility. Stanford's magnanimity, however, came to the fore when Parry died two years later and Stanford successfully lobbied for him to be buried in St Paul's Cathedral. After the war, Stanford handed over much of the direction of the RCM's orchestra to Adrian Boult, but continued to teach at the college. He gave occasional public lectures, including one on ""Some Recent Tendencies in Composition"", in January 1921 which was belligerently hostile to most of the music of the generation after his own. His last public appearance was on 5 March 1921 conducting Frederick Ranalow and the Royal Choral Society in his new cantata, At the Abbey Gate. Reviews were polite but unenthusiastic. The Times said, ""we could not feel that the music had enough emotion behind it"", The Observer thought it ""quite appealing even though one feels it to be more facile than powerful.""In September 1922, Stanford completed the sixth Irish Rhapsody, his final work. Two weeks later he celebrated his 70th birthday; thereafter his health declined. On 17 March 1924 he suffered a stroke and on 29 March he died at his home in London, survived by his wife and children. He was cremated at Golders Green Crematorium on 2 April and his ashes were buried in Westminster Abbey the following day. The orchestra of the Royal College of Music, conducted by Boult, played music by Stanford, ending the service with a funeral march that he had written for Tennyson's Becket in 1893. The grave is in the north choir aisle of the Abbey, near the graves of Henry Purcell, John Blow and William Sterndale Bennett. The Times said, ""the conjunction of the music of Stanford with that of his great predecessors showed how thoroughly as composer he belonged to their line.""Stanford's last opera, The Travelling Companion, composed during the war, was premiered by amateur performers at the David Lewis Theatre, Liverpool in 1925 with a reduced orchestra. The work was given complete at Bristol in 1928 and at Sadler's Wells Theatre, London, in 1935.
",32,"The First World War had a severe effect on Stanford. Stanford was frightened by air-raids, and had to move from London to Windsor to avoid air-raids. Many of Stanford's former pupils were casualties of the fighting, including Arthur Bliss, wounded, Ivor Gurney, gassed, and George Butterworth, killed. The annual RCM operatic production, which Stanford had supervised and conducted every year since 1885, had to be cancelled. Stanford's income declined, as the fall in student numbers at RCM reduced the demand for Stanford's services. After a serious disagreement at the end of 1916, Stanford's relationship with Parry deteriorated to the point of hostility. Stanford's magnanimity, however, came to the fore when Parry died two years later and Stanford successfully lobbied for Parry to be buried in St Paul's Cathedral. After The First World War, Stanford handed over much of the direction of RCM's orchestra to Adrian Boult, but continued to teach at RCM. Stanford gave occasional public lectures, including one on ""Some Recent Tendencies in Composition"", in January 1921 which was belligerently hostile to most of the music of the generation after Stanford's own. Stanford's last public appearance was on 5 March 1921 conducting Frederick Ranalow and the Royal Choral Society in Stanford's new cantata, At the Abbey Gate. Reviews were polite but unenthusiastic. The Times said, ""The Times could not feel that the music had enough emotion behind the music"", The Observer thought the music ""quite appealing even though one feels the music to be more facile than powerful. ""In September 1922, Stanford completed the sixth Irish Rhapsody, Stanford's final work. Two weeks later Stanford celebrated Stanford's 70th birthday; thereafter Stanford's health declined. On 17 March 1924 Stanford suffered a stroke and on 29 March Stanford died at Stanford's home in London, survived by Stanford's wife and children. Stanford was cremated at Golders Green Crematorium on 2 April and Stanford's ashes were buried in Westminster Abbey the following day. The orchestra of RCM, conducted by Adrian Boult, played music by Stanford, ending the service with a funeral march that Stanford had written for Tennyson's Becket in 1893. The grave is in the north choir aisle of Westminster Abbey, near the graves of Henry Purcell, John Blow and William Sterndale Bennett. The Times said, ""the conjunction of the music of Stanford with that of Stanford's great predecessors showed how thoroughly as composer Stanford belonged to Henry Purcell, John Blow and William Sterndale Bennett's line. ""Stanford's last opera, The Travelling Companion, composed during The First World War, was premiered by amateur performers at the David Lewis Theatre, Liverpool in 1925 with a reduced orchestra. Stanford's last opera, The Travelling Companion, composed during the war, was given complete at Bristol in 1928 and at Sadler's Wells Theatre, London, in 1935. "
"Stanford received many honours, including honorary doctorates from Oxford (1883), Cambridge (1888), Durham (1894), Leeds (1904), and Trinity College, Dublin (1921). He was knighted in the 1902 Coronation Honours, receiving the accolade from King Edward VII at Buckingham Palace on 24 October that year. In 1904 he was elected a member of the Prussian Academy of Arts, Berlin.
",34,"Stanford received many honours, including honorary doctorates from Oxford (1883), Cambridge (1888), Durham (1894), Leeds (1904), and Trinity College, Dublin (1921). Stanford was knighted in the that year Coronation Honours, receiving the accolade from King Edward VII at Buckingham Palace on 24 October that year. In 1904 Stanford was elected a member of the Prussian Academy of Arts, Berlin. "
"Stanford composed about 200 works, including seven symphonies, about 40 choral works, nine operas, 11 concertos and 28 chamber works, as well as songs, piano pieces, incidental music, and organ works. He suppressed most of his earliest compositions; the earliest of works that he chose to include in his catalogue date from 1875. Throughout his career as a composer, Stanford's technical mastery was rarely in doubt. The composer Edgar Bainton said of him, ""Whatever opinions may be held upon Stanford's music, and they are many and various, it is, I think, always recognised that he was a master of means. Everything he turned his hand to always 'comes off.'"" On the day of Stanford's death, one former pupil, Gustav Holst, said to another, Herbert Howells, ""The one man who could get any one of us out of a technical mess is now gone from us.""After Stanford's death most of his music was quickly forgotten, with the exception of his works for church performance. His Stabat Mater and Requiem held their place in the choral repertoire, the latter championed by Sir Thomas Beecham. Stanford's two sets of sea songs and the partsong The Blue Bird were still performed from time to time, but even his most popular opera, Shamus O'Brien came to seem old fashioned with its ""stage-Irish"" vocabulary. However, in his 2002 study of Stanford, Dibble writes that the music, increasingly available on disc if not in live performance, still has the power to surprise. In Dibble's view, the frequent charge that Stanford is ""Brahms and water"" was disproved once the symphonies, concertos, much of the chamber music and many of the songs became available for reappraisal when recorded for compact disc. In 2002, Rodmell's study of Stanford included a discography running to 16 pages. The criticism most often made of Stanford's music by writers from Shaw onwards is that his music lacks passion. Shaw praised ""Stanford the Celt"" and abominated ""Stanford the Professor"", who reined in the emotions of the Celt. In Stanford's church music, the critic Nicholas Temperley finds ""a thoroughly satisfying artistic experience, but one that is perhaps lacking in deeply felt religious impulse."" In his operas and elsewhere, Grove, Parry and later commentators found music that ought to convey love and romance failing to do so. Like Parry, Stanford strove for seriousness, and his competitive streak led him to emulate Sullivan not in comic opera, for which Stanford had a real gift, but in oratorio in what Rodmell calls grand statements that ""only occasionally matched worthiness with power or profundity.""
",36,"Stanford composed about 200 works, including seven symphonies, about 40 choral works, nine operas, 11 concertos and 28 chamber works, as well as songs, piano pieces, incidental music, and organ works. Stanford suppressed most of Stanford's earliest compositions; the earliest of works that Stanford chose to include in Stanford's catalogue date from 1875. Throughout Stanford's career as a composer, Stanford's technical mastery was rarely in doubt. The composer Edgar Bainton said of Stanford, ""Whatever opinions may be held upon Stanford's music, and they are many and various, it is, The composer Edgar Bainton think, always recognised that Stanford was a master of means. Everything Stanford turned Stanford's hand to always 'comes off.'"" On the day of Stanford's death, one former pupil, Gustav Holst, said to another, Herbert Howells, ""The one man who could get any one of us out of a technical mess is now gone from us. ""After Stanford's death most of Stanford's music was quickly forgotten, with the exception of Stanford's works for church performance. Stanford's Stabat Mater and Requiem held His Stabat Mater and Requiem's place in the choral repertoire, Requiem championed by Sir Thomas Beecham. Stanford's two sets of sea songs and the partsong The Blue Bird were still performed from time to time, but even Stanford's most popular opera, Shamus O'Brien came to seem old fashioned with even his most popular opera, Shamus O'Brien's ""stage-Irish"" vocabulary. However, in Dibble's 2002 study of Stanford, Dibble writes that the music, increasingly available on disc if not in live performance, still has the power to surprise. In Dibble's view, the frequent charge that Stanford is ""Brahms and water"" was disproved once the symphonies, concertos, much of the chamber music and many of the songs became available for reappraisal when recorded for compact disc. In 2002, Rodmell's's study of Stanford included a discography running to 16 pages. The criticism most often made of Stanford's music by writers from Shaw onwards is that Stanford's music lacks passion. Shaw praised ""Stanford the Celt"" and abominated ""Stanford the Professor"", who reined in the emotions of the Celt. In Stanford's church music, the critic Nicholas Temperley finds ""a thoroughly satisfying artistic experience, but one that is perhaps lacking in deeply felt religious impulse."" In Grove's operas and elsewhere, Grove, Parry and later commentators found music that ought to convey love and romance failing to do so. Like Parry, Stanford strove for seriousness, and Stanford's competitive streak led Stanford to emulate Sullivan not in comic opera, for which Stanford had a real gift, but in oratorio in what Rodmell's calls grand statements that ""only occasionally matched worthiness with power or profundity."" "
"The commentator Richard Whitehouse writes that Stanford's seven symphonies embody both the strengths and limitations of his music, displaying ""a compositional rigour and expertise matched only by his older contemporary ... Parry, while seeming content to remain well within the stylistic ambit of Mendelssohn, Schumann and Brahms."" Whitehouse comments that although Stanford's symphonic construction is conventional, ""an often subtle approach to movement forms and resourceful orchestration make his symphonies worth exploring.""
",38,"The commentator Richard Whitehouse writes that Stanford's's seven symphonies embody both the strengths and limitations of Stanford's's music, displaying ""a compositional rigour and expertise matched only by Stanford's's older contemporary ... Parry, while seeming content to remain well within the stylistic ambit of Mendelssohn, Schumann and Brahms."" The commentator Richard Whitehouse comments that although Stanford's's symphonic construction is conventional, ""an often subtle approach to movement forms and resourceful orchestration make Stanford's's symphonies worth exploring."" "
"Stanford's first two symphonies (1876 and 1879) were not published and were excluded from his catalogue of works. His Symphony No. 1 was written for a competition offered by the proprietors of the Alexandra Palace. It received second prize but was only performed once in his lifetime. The Third Symphony in F minor, known as the Irish, was first performed in 1887. It was conducted by Mahler in 1911 in New York (Stanford however did not reciprocate, disliking most 'modern' music, especially Ravel, Debussy and Stravinsky), and the Third remained the most popular of Stanford's symphonies during his lifetime. In his study of Stanford's works, John Porte refers to it as ""full of the spirit and tunes of his country ... with its contrasting expressions of jollity and sad beauty."" In this, as in many of his works, Stanford incorporated genuine Irish folk tunes. Like Parry and Mackenzie, but unlike Sullivan and Elgar, Stanford liked and respected folk songs. He generally avoided programmatic music, but his Sixth Symphony, composed in memoriam G. F. Watts, was, Stanford acknowledged, inspired by Watts's sculptures and paintings. Of Stanford's other orchestral works, his six Irish Rhapsodies all date from the 20th century, the first from 1901 and the last from the year before his death. Two of the set feature solo instruments along with the orchestra: the third (cello) and the sixth (violin). In Dibble's view some of the concertante works such as the First Piano Concerto (1894) and the Violin Concerto of 1899 are in their orchestration and their lyricism as much in the tradition of Mendelssohn as of Brahms, with whom Stanford's music is often compared.
",39,"Stanford's's first two symphonies (1876 and 1879) were not published and were excluded from Stanford's's catalogue of works. Stanford's's Symphony No. 1 was written for a competition offered by the proprietors of the Alexandra Palace. His Symphony No. 1 received second prize but was only performed once in Stanford's's lifetime. The Third Symphony in F minor, known as the Irish, was first performed in 1887. The Third Symphony in F minor, known as the Irish was conducted by Mahler in 1911 in New York (Stanford's however did not reciprocate, disliking most 'modern' music, especially Ravel, Debussy and Stravinsky), and The Third Symphony in F minor, known as the Irish remained the most popular of Stanford's's symphonies during Stanford's's lifetime. In John Porte's study of Stanford's's works, John Porte refers to The Third Symphony in F minor, known as the Irish as ""full of the spirit and tunes of Stanford's's country ... with The Third Symphony in F minor, known as the Irish's contrasting expressions of jollity and sad beauty."" In this, as in many of Stanford's's works, Stanford's incorporated genuine Irish folk tunes. Like Parry and Mackenzie, but unlike Sullivan and Elgar, Stanford's liked and respected folk songs. Stanford's generally avoided programmatic music, but Stanford's's Sixth Symphony, composed in memoriam G. F. Watts, was, Stanford's acknowledged, inspired by memoriam G. F. Watts's sculptures and paintings. Of Stanford's's other orchestral works, Stanford's's six Irish Rhapsodies all date from the 20th century, the first from 1901 and the last from the year before Stanford's's death. Two of his six Irish Rhapsodies feature solo instruments along with the orchestra: the third (cello) and the sixth (violin). In Dibble's view some of the concertante works such as the First Piano Concerto (1894) and the Violin Concerto of 1899 are in some of the concertante works such as the First Piano Concerto (1894) and the Violin Concerto of 1899's orchestration and some of the concertante works such as the First Piano Concerto (1894) and the Violin Concerto of 1899's lyricism as much in the tradition of Mendelssohn as of Brahms, with whom Stanford's's music is often compared. "
"Stanford's chamber music, which as Dibble notes even Shaw praised, has not entered the general repertoire, but is well crafted. Dibble singles out the Three Intermezzi for clarinet and piano (1879), the Serenade (Nonet) of 1905, and the Clarinet Sonata (1911) with its touching lament. Dibble writes that while his Violin Sonata No. 1 was still influenced by Beethoven and Schumann, his Violin Sonata No. 2, composed c. 1898 after studies in Germany including works by Brahms, in ""seamless sonata construction gives the impression of a free form"". Writing of the First String Quintet, Porte calls it a sonorous and warm-hearted sort of work, constructed on fairly classical lines, and notes that the character and construction are typical of the composer. Porte comments similarly on other chamber works, including the Second Piano Trio: ""This is a typical Stanfordian work. It is sonorously scored, classical in outlook, and contains many passages of an expressive and somewhat poetical freshness. There are no very special features to note, but the work is one that makes a useful and interesting item.""
",41,"Stanford's chamber music, which as Dibble notes even Shaw praised, has not entered the general repertoire, but is well crafted. Dibble singles out the Three Intermezzi for clarinet and piano (1879), the Serenade (Nonet) of 1905, and the Clarinet Sonata (1911) with the Clarinet Sonata (1911) with its touching lament's touching lament. Dibble writes that while Dibble's Violin Sonata No. 1 was still influenced by Beethoven and Schumann, Dibble's Violin Sonata No. 2, composed c. 1898 after studies in Germany including works by Brahms, in ""seamless sonata construction gives the impression of a free form"". Writing of the First String Quintet, Porte calls the First String Quintet a sonorous and warm-hearted sort of work, constructed on fairly classical lines, and notes that the character and construction are typical of the composer. Porte comments similarly on other chamber works, including the Second Piano Trio: ""the First String Quintet is a typical Stanfordian work. the First String Quintet is sonorously scored, classical in outlook, and contains many passages of an expressive and somewhat poetical freshness. There are no very special features to note, but the First String Quintet is one that makes a useful and interesting item."" "
"The general neglect of Stanford's music in the years after his death did not extend to his ecclesiastical works. In Music in Britain, one of the few books to deal with Stanford's music in detail, Nicholas Temperley writes that it is due to Stanford that settings of the Anglican church services regained their ""full place beside the anthem as a worthy object of artistic invention."" Vaughan Williams ranked the Stabat Mater as one of Stanford's works of ""imperishable beauty"". In Temperley's view, Stanford's services in A (1880), F (1889) and C (1909) are the most important and enduring additions from those years to the cathedral repertory. As with his concert works, Stanford's music is dominated by melody. The bass line, in Rodmell's view, is always important yet secondary and anything in between was regarded as ""filling.""
",43,"The general neglect of Stanford's's music in the years after Stanford's's death did not extend to Stanford's's ecclesiastical works. In Music in Britain, one of the few books to deal with Stanford's's music in detail, Nicholas Temperley writes that it is due to Stanford's that settings of the Anglican church services regained settings of the Anglican church services's ""full place beside the anthem as a worthy object of artistic invention."" Vaughan Williams ranked the Stabat Mater as one of Stanford's's works of ""imperishable beauty"". In Nicholas Temperley's view, Stanford's's services in A (1880), F (1889) and C (1909) are the most important and enduring additions from Stanford's services in A (1880), F (1889) and C (1909) to the cathedral repertory. As with Stanford's's concert works, Stanford's's music is dominated by melody. The bass line, in Rodmell's view, is always important yet secondary and anything in between was regarded as ""filling."" "
"In a 1981 survey of Stanford's operas, the critic Nigel Burton writes that Shamus O'Brien lacks good tunes, and that the only memorable melody in it is not by Stanford but is an English folk song, ""The Glory of the West."" Burton is more dismissive of The Critic, which he describes as ""a poor man's Ariadne auf Naxos."" Dibble rates The Critic much higher, considering it to be one of Stanford's two best operas. In 1921, Porte wrote that it contains music that is ""remarkably fresh, melodious and thoroughly individual in character and outlook. The vocal and instrumental writing is done with consummate skill."" Burton praises Much Ado About Nothing, judging it to contain some of Stanford's best operatic music. He rates the last of the composer's operas, The Travelling Companion as his finest operatic achievement, though Burton credits much of its power to the brilliant story adapted by Henry Newbolt from Hans Andersen. Porte writes that the music is often solemn and romantic, and curiously impressive. Christopher Webber writes that it has ""an atmosphere not quite like any other: The Travelling Companion has timeless qualities ... [which] could go far to enhance Stanford's reputation as an opera composer"".
",45,"In a 1981 survey of Stanford's's operas, the critic Nigel Burton writes that Shamus O'Brien lacks good tunes, and that the only memorable melody in it is not by Stanford's but is an English folk song, ""The Glory of the West."" the critic Nigel Burton is more dismissive of The Critic, which the critic Nigel Burton describes as ""a poor man's Ariadne auf Naxos."" Dibble rates The Critic, which he describes as ""a poor man's Ariadne auf Naxos much higher, considering The Critic, which he describes as ""a poor man's Ariadne auf Naxos to be one of Stanford's's two best operas. In 1921, Porte wrote that The Critic, which he describes as ""a poor man's Ariadne auf Naxos contains music that is ""remarkably fresh, melodious and thoroughly individual in character and outlook. The vocal and instrumental writing is done with consummate skill."" the critic Nigel Burton praises Much Ado About Nothing, judging Much Ado About Nothing to contain some of Stanford's's best operatic music. the critic Nigel Burton rates the last of Stanford's's operas, The Travelling Companion as Stanford's's finest operatic achievement, though the critic Nigel Burton credits much of the last of the composer's operas, The Travelling Companion's power to the brilliant story adapted by Henry Newbolt from Hans Andersen. Porte writes that the music is often solemn and romantic, and curiously impressive. Christopher Webber writes that the last of the composer's operas, The Travelling Companion has ""an atmosphere not quite like any other: the last of the composer's operas, The Travelling Companion has timeless qualities ... [which] could go far to enhance Stanford's's reputation as an opera composer"". "
"Although much of Stanford's music is neglected in the concert hall, a considerable amount has been recorded. Complete cycles of the symphonies have been issued by the Chandos and Naxos labels, under the conductors Vernon Handley and David Lloyd-Jones. Other orchestral works recorded for CD include the six Irish Rhapsodies, the Clarinet Concerto, the Second Piano Concerto and the Second Violin Concerto. Of the nine operas, only The Travelling Companion is available in a complete performance. Stanford's church music is well represented on disc. In his 2002 discography, Rodmell lists 14 versions of the Service in B♭, alongside multiple recordings of the Services in A, F and C, the Three Latin Motets Op. 38, and the composer's setting of ""The Lord is my Shepherd."" A 1926 disc of his Magnificat in G by Choir of St George's Chapel, Windsor Castle was the first recording of a boy soprano soloist using an electrical microphone. His Mass in G Major received its world première recording in 2014, featuring the Choir of Exeter College Oxford and the Stapeldon Sinfonia, with Tim Muggeridge (organ) and directed by George de Voil: EMR CD021.
",47,"Although much of Stanford's's music is neglected in the concert hall, a considerable amount has been recorded. Complete cycles of the symphonies have been issued by the Chandos and Naxos labels, under the conductors Vernon Handley and David Lloyd-Jones. Other orchestral works recorded for CD include the six Irish Rhapsodies, the Clarinet Concerto, the Second Piano Concerto and the Second Violin Concerto. Of the symphonies, only The Travelling Companion is available in a complete performance. Stanford's's church music is well represented on disc. In Rodmell's 2002 discography, Rodmell lists 14 versions of the Service in B♭, alongside multiple recordings of the Services in A, F and C, the Three Latin Motets Op. 38, and Rodmell's setting of ""The Lord is my Shepherd."" A 1926 disc of Rodmell's Magnificat in G by Choir of St George's Chapel, Windsor Castle was the first recording of a boy soprano soloist using an electrical microphone. Rodmell's Mass in G Major received His Mass in G Major's world première recording in 2014, featuring the Choir of Exeter College Oxford and the Stapeldon Sinfonia, with Tim Muggeridge (organ) and directed by George de Voil: EMR CD021. "
"English mixed-voice choir the Cambridge Singers (conducted by John Rutter) released the album Stanford and Howells Remembered in 1992, including both sacred and secular works. It was remastered and re-released in 2020. The first CD dedicated to Stanford's partsongs (including the Op. 119 set to poems by Mary Coleridge) appeared in 2013, sung by the Birmingham Conservatoire Chamber Choice, conductor Paul Spicer. He wrote around 60 partsongs in total.
",48,"English mixed-voice choir the Cambridge Singers (conducted by John Rutter) released the album Stanford and Howells Remembered in 1992, including both sacred and secular works. the album Stanford and Howells Remembered was remastered and re-released in 2020. The first CD dedicated to Stanford's partsongs (including the Op. 119 set to poems by Mary Coleridge) appeared in 2013, sung by the Birmingham Conservatoire Chamber Choice, conductor Paul Spicer. the Birmingham Conservatoire Chamber Choice, conductor Paul Spicer wrote around 60 partsongs in total. "
"Stanford also wrote some 200 art songs and around 300 folksongs intended for the concert hall. Songs recorded by several artists include ""La Belle Dame Sans Merci"", performed by Janet Baker among others, ""An Irish Idyll"", whose interpreters have included Kathleen Ferrier, and Songs of the Sea in recordings by such singers as Thomas Allen. Two more recent recordings dedicated to the songs have been issued: Love’s White Flame, with Elisabetta Paglia (mezzo-soprano) and Christopher Howell (piano) in 2020; and Songs of Faith, Love and Nonsense, with James Way (tenor), Roderick Williams (baritone) and Andrew West (piano) in 2021. Among the chamber works that have received several recordings are the Three Intermezzi for Clarinet and Piano and the Clarinet Sonata. All eight of the previously neglected string quartets have now been recorded, as have the two string quintets. The first significant recording of piano works included the Three Rhapsodies (alongside Parry's Shulbrede Tunes) in 1978 by John Parry. Peter Jacobs recorded both sets of 24 Preludes, the Characteristic Pieces and the Dante Rhapsodies in the late 1990s. Christopher Howell has since recorded the complete piano music.
",49,"Stanford also wrote some 200 art songs and around 300 folksongs intended for the concert hall. Songs recorded by several artists include ""La Belle Dame Sans Merci"", performed by Janet Baker among others, ""An Irish Idyll"", whose interpreters have included Kathleen Ferrier, and Songs of the Sea in recordings by such singers as Thomas Allen. Two more recent recordings dedicated to Songs recorded by several artists have been issued: Love’s White Flame, with Elisabetta Paglia (mezzo-soprano) and Christopher Howell (piano) in 2020; and Songs of Faith, Love and Nonsense, with James Way (tenor), Roderick Williams (baritone) and Andrew West (piano) in 2021. Among the chamber works that have received several recordings are the Three Intermezzi for Clarinet and Piano and the Clarinet Sonata. All eight of the previously neglected string quartets have now been recorded, as have the two string quintets. The first significant recording of piano works included the Three Rhapsodies (alongside Parry's's Shulbrede Tunes) in 1978 by Parry's. Peter Jacobs recorded both sets of 24 Preludes, the Characteristic Pieces and the Dante Rhapsodies in the late 1990s. Christopher Howell (piano) has since recorded the complete piano music. "
