ori_text,paragraphIndex,coref_text
"In the Irving Berlin song, ""I Love a Piano"", recorded in 1916 by Billy Murray, the narrator says:
",27,"In the Irving Berlin song, ""I Love a Piano"", recorded in 1916 by Billy Murray, the narrator says: "
"""And with the pedal, I love to meddle/When Paderewski comes this way./I'm so delighted, when I'm invited/To hear that long-haired genius play.""His unusual combination of being a world-class pianist and successful politician made Saul Kripke use Paderewski in a famous philosophical example in his article ""A Puzzle about Belief."" Paderewski was so famous that in the 1953 motion picture The 5,000 Fingers of Dr. T, written by Theodor Seuss Geisel, better known as Dr. Seuss, piano teacher Terwilliker tells his pupils that he will ""make a Paderewski"" out of them.
",28,"""And with the pedal, I love to meddle/ When Paderewski comes this way./I'm so delighted, when I'm invited/To hear Paderewski play. ""Paderewski's unusual combination of being a world-class pianist and successful politician made Saul Kripke use Paderewski in a famous philosophical example in Saul Kripke's article ""A Puzzle about Belief."" Paderewski was so famous that in the 1953 motion picture The 5,000 Fingers of Dr. T, written by Theodor Seuss Geisel, better known as Dr. Seuss, piano teacher Terwilliker tells piano teacher Terwilliker's pupils that piano teacher Terwilliker will ""make a Paderewski"" out of his pupils. "
"Two music festivals honouring Paderewski are celebrated in the United States, both in November. The first Paderewski Festival has been held each year since 1993, in Paso Robles, California. The second Paderewski Festival – Raleigh has been held since 2014 in Raleigh, North Carolina.
",29,"Two music festivals honouring Paderewski are celebrated in the United States, Two music festivals honouring Paderewski in November. The first Paderewski Festival has been held each year since 1993, in Paso Robles, California. The second Paderewski Festival – Raleigh has been held since 2014 in Raleigh, North Carolina. "
"The facade of White Eagle Hall, in Jersey City, New Jersey, is adorned with busts of Polish heroes Ignacy Jan Paderewski, Casimir Pulaski, Tadeusz Kosciuszko and Henryk Sienkiewicz.
",30,"The facade of White Eagle Hall, in Jersey City, New Jersey, is adorned with busts of Polish heroes Ignacy Jan Paderewski, Casimir Pulaski, Tadeusz Kosciuszko and Henryk Sienkiewicz. "
"=== Honours and awards ===
",31,=== Honours and awards = == 
"The Academy of Music in Poznań is named after Paderewski, and many major cities in Poland have streets and schools named after Paderewski. Streets are also named after him in Perth Amboy, New Jersey, and Buffalo, New York. In addition, since 1960 Paderewski has a star on the Hollywood Walk of Fame in Los Angeles.
",32,"The Academy of Music in Poznań is named after Paderewski, and many major cities in Poland have streets and schools named after Paderewski. Streets are also named after Paderewski in Perth Amboy, New Jersey, and Buffalo, New York. In addition, since 1960 Paderewski has a star on the Hollywood Walk of Fame in Los Angeles. "
"Order of the White Eagle (Poland, 1921)
",33,"Order of the White Eagle (Poland, 1921) "
"Order of Virtuti Militari, Silver Cross (posthumous) (Poland, 1941)
",34,"Order of Virtuti Militari, Silver Cross (posthumous) (Poland, 1941) "
"Order of Polonia Restituta, Grand Cross (Poland, 1923)
",35,"Order of Polonia Restituta, Grand Cross (Poland, 1923) "
"Legion of Honour, Grand Cross, (France, 1929)
",36,"Legion of Honour, Grand Cross, (France, 1929) "
"Order of the Crown, (Romania, 1889)
",37,"Order of the Crown, (Romania, 1889) "
"Albert Order, (Saxony, 1895)
",38,"Albert Order, (Saxony, 1895) "
"Order of Saints Maurice and Lazarus (Italy, 1925)
",39,"Order of Saints Maurice and Lazarus (Italy, 1925) "
"Order of the Crown of Italy
",40,Order of the Crown of Italy 
"Order of Charles III, (Spain, 1902)
",41,"Order of Charles III, (Spain, 1902) "
"Order of Leopold, (Belgium, 1924)
",42,"Order of Leopold, (Belgium, 1924) "
"Honorary Knight Grand Cross of the Order of the British Empire (British Empire, 1925)
",43,"Honorary Knight Grand Cross of the Order of the British Empire (British Empire, 1925) "
"Honorary doctorates from the Lviv University (1912), Yale University (1917), Jagiellonian University (1919), Oxford University (1920), Columbia University (1922), University of Southern California (1923), Adam Mickiewicz University in Poznań (1924), University of Glasgow (1925), Cambridge University (1926), University of Warsaw (1931), the University of Lausanne (1933), and the New York University
",44,"Honorary doctorates from the Lviv University (1912), Yale University (1917), Jagiellonian University (1919), Oxford University (1920), Columbia University (1922), University of Southern California (1923), Adam Mickiewicz University in Poznań (1924), University of Glasgow (1925), Cambridge University (1926), University of Warsaw (1931), the University of Lausanne (1933), and the New York University "
"Honorary Citizen of Lviv, 1912
",45,"Honorary Citizen of Lviv, 1912 "
"Honorary Citizen of Warsaw, 1919
",46,"Honorary Citizen of Warsaw, 1919 "
"Honorary Citizen of Poznań, 1920
",47,"Honorary Citizen of Poznań, 1920 "
"Honorary Studentenverbindung Patria
",48,Honorary Studentenverbindung Patria 
"Royal Philharmonic Society Gold Medal
",49,Royal Philharmonic Society Gold Medal 
"Academic Golden Laurel of the Polish Academy of Literature for oratory
",50,Academic Golden Laurel of the Polish Academy of Literature for oratory 
"Honorary member of the Royal Academy of Music, (British Empire, 1892)On 8 October 1960, the United States Post Office Department released two stamps commemorating Ignacy Jan Paderewski. Poland also honored him with postage stamps on at least three occasions.
",51,"Honorary member of the Royal Academy of Music, (British Empire, 1892)On 8 October 1960, the United States Post Office Department released two stamps commemorating Ignacy Jan Paderewski. Poland also honored Ignacy Jan Paderewski with postage stamps on at least three occasions. "
